page,sn,code,descr,qty,uom,uc,tc,brand_clean,coo_clean
18,503,49417,TILE CUTTER طلبم ةيدارز,50.0,EA,35.0,1750.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
18,504,42989,TORCH LIGHT شروت,16.0,ea,35.0,560.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
18,505,5175,"LED LIGHT ,شروت",2.0,EA,30.0,60.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
18,506,10094,FEELER GAUGE رليييف,3.0,EA,15.0,45.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
18,507,41438,DECARB BRUSH FLAT TOP ةيرئاد ةشرف,26.0,EA,15.0,390.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
18,508,41431,ROTARY WIRE BRUSH ةيرئاد ةشرف,8.0,EA,15.0,120.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
18,509,41437,DECARB BRUSH FLAT TOP ةيرئاد ةشرف,2.0,EA,15.0,30.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
18,510,56177,COMB.2/3 LEG PULLER لجر 3و 2 ةنيجرز,14.0,ea,150.0,2100.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
18,511,56178,HYD.HUB PULLER تابوه ةنيجرز,3.0,ea,290.0,870.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
18,512,68614,COIL SPRING COMPRESSOR تادعاسم ةنيجرز,3.0,SET,230.0,690.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
18,513,82805,HEEL BAR رويل,10.0,ea,50.0,500.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,514,57841,RUBBER GREASE GUN HOSE 300MM زوه ةمحشم,33.0,ea,25.0,825.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,515,13913,BALL JOINT PULLER(19MM CAP) تاسكا ةميجرز,23.0,ea,40.0,920.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,516,76779,TINMANS SNIPS 3PC CRV SET ةبح 3 تاضقم مقط,4.0,SET,110.0,440.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,517,13711,DIY 5 PC.MASONRY DRILL SET رادج شير مقط,73.0,SET,18.0,1314.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,518,78474,50MM ROUND MAGNIFIER يربكت ةسدع,20.0,ea,10.0,200.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,519,78475,65MM ROUND MAGNIFIER يربكت ةسدع,17.0,ea,18.0,306.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,520,78476,70MM ROUND MAGNIFIER يربكت ةسدع,19.0,EA,22.0,418.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,521,33831,ى FACESHIELD TO BS2092/1 هجو قاو,3.0,EA,110.0,330.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,522,54722,1 PAIR OF 6 TONNE AXLE STANDS ةرايس لماح,8.0,PR,580.0,4640.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,523,43134,AIR BLOW GUN ءاوه سدسم,1.0,EA,15.0,15.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,524,7219,MICRO WELDING CLAMP-4PC ماحل كسام مفط,5.0,SET,100.0,500.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,525,19193,DOOR TRIM REMOVAL TOOL باوبا ربر ةعازن,7.0,EA,20.0,140.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,526,68613,HACKSAW راشنم,29.0,EA,25.0,725.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,527,83010,F-CRAMP بملاك فا,4.0,EA,30.0,120.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,528,96400,F-CRAMP 200MM بملاك فا,16.0,EA,30.0,480.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,529,16448,"SKT,75PC,1/4DR.ع بر بوبح مقط",20.0,SET,495.0,9900.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,530,2366,"3/8DR,35PCSبوبح مقط",1.0,SET,380.0,380.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,531,43646,"3/8DR,25PC بوبح مقط",2.0,SET,380.0,760.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,532,16466,"30PC,1/2DR بوبح مقط",5.0,SET,355.0,1775.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,533,43647,"31PC,1/2DR بوبح مقط",2.0,SET,420.0,840.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,534,2357,"30PC,1/2DR بوبح مقط",2.0,SET,395.0,790.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,535,2367,"3/8DR,18PC بوبح مقط",14.0,SET,350.0,4900.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,536,16361,"39PC,1/2DR بوبح مقط",3.0,SET,450.0,1350.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,537,37317,ر ر TESTER تيم تست,93.0,EA,60.0,5580.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,538,56781,DIAL INICATOR لاياد سايق ةعاس,34.0,EA,240.0,8160.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,539,51831,DIAL INICATOR لاياد سايق ةعاس,35.0,EA,240.0,8400.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,540,3108,SECURITY BIT 42PCS ةعطق 42 نونس مقط,22.0,SET,155.0,3410.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
19,541,2578,"3/4DR,17PC,MM ةعطق 17 ب وبح مقط",6.0,SET,1700.0,10200.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,542,2359,"SKT 37PCS,1/2DR. ةعطق 37 بوبح مقط",5.0,SET,480.0,2400.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,543,56437,NON CONTACT THERMOMETER رنيمومرث,3.0,EA,510.0,1530.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,544,46600,ر O/S MICROMETER25-50 DIGITAL حىرراخ تيموركيم,19.0,EA,390.0,7410.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,545,46604,ر O/S MICROMETER 25-50MM حىرراخ تيموركيم,5.0,EA,130.0,650.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,546,54417,DIAL CALIPER لاياد تريلاك,1.0,EA,175.0,175.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,547,46610,"DIGITAL V.CALIER ,DUAL جودزم تريلاك",1.0,EA,140.0,140.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,548,34381,Soft Grip Screwdriver Set (81-Piece)تاكفم مقط ةعطق81,2.0,SET,185.0,370.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,549,46603,O/S MICROMETER 0-25MM,30.0,EA,120.0,3600.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,550,78997,ر DMM مىقر تميتلم,27.0,EA,210.0,5670.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,551,89029,SKT 3/4DR.26PC/SETةعطق 26 بوبح مقط,15.0,set,1800.0,27000.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,552,43858,ر CLAMP METER ةشامك تمتيم,5.0,EA,140.0,700.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,553,79000,ر DIGITAL CLAMP METER مىقر ةشامك تمتلم,3.0,EA,165.0,495.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,554,15101,ر ر IR THERMOMETER رترل تيمومرث,9.0,EA,170.0,1530.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,555,51346,PROBES تابورب,53.0,EA,45.0,2385.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,556,33606,"BRAKE,PISTON CALIPER لمارف ةنيجرز",7.0,KIT,325.0,2275.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,557,50995,SOUND LEVEL توصلا ةدش سايق,2.0,EA,380.0,760.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,558,40105,OIL FILT.CUP.15PC تيزلا طغض مقط,3.0,KIT,390.0,1170.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,559,50094,HYD.PULLER KIT كيلورديه ةنيجرز,4.0,KIT,550.0,2200.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,560,34546,SOUND LEVEL توضلا ةدش سايق,3.0,EA,320.0,960.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,561,43051,PETROLENGINE COMP.TESTER تيزلا طغض,2.0,KIT,650.0,1300.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,562,59085,universal valve spring compressor تابابلا ةادا,2.0,KIT,550.0,1100.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,563,51830,ر DIAL GAUGE 0-10MM سرؤمب سايق ةادا,4.0,EA,220.0,880.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,564,46608,DIGITAL DIAL GAUGE ةيمقر سايق ةادا,40.0,EA,260.0,10400.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,565,30805,"3PC PULLEY WHEEL PULLER KIT, تاركب ةنيجرز",7.0,SET,700.0,4900.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,566,43051,PETROLENGINE COMP.TESTER طغض سايق ةادا تيزلا,20.0,SET,650.0,13000.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,567,56637,BEAR/SEAL DRIFT KIT,5.0,SET,270.0,1350.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
20,568,19778,37PC BCOMP.BEARING DRIFT KI نامرلا جارخا مقطT,5.0,SET,1500.0,7500.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,569,46604,MICROMETER 25-50MM,39.0,EA,110.0,4290.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,570,52379,"CALIPER 200MM/8"" ةصوب 8 تريلاك",15.0,EA,138.0,2070.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,571,50590,"CALIPER 150MM/6"" ةصوب 150/6 تريلاك",13.0,EA,125.0,1625.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,572,65781,DIAL GAUGEلاياد سايق ةعاس,82.0,EA,220.0,18040.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,573,24816,DIGITAL CALIPER 150MM مىقر تريلاك,25.0,EA,235.0,5875.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,574,89461,COMPASS ةلصوب,21.0,EA,70.0,1470.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,575,72090,"ر BATTERY LOAD TESTER , ةيراطب تست",79.0,EA,180.0,14220.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,576,18927,"RATCHET S/D ,BITS ةبج7 عم تشتار كفم",70.0,EA,20.0,1400.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,577,50809,11PC.S/D SET ةعطق 11 تاكفم مقط,35.0,SET,110.0,3850.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,578,18060,TILE CUTTER 160 طلاب ةعاطق,30.0,EA,12.0,360.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,579,14145,CLAMP-ON HOBBY VISE 50MM ةلواط ةنيجرز,7.0,EA,36.0,252.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,580,69250,FLAP WHEEL 60GRIT ةسرف,24.0,EA,20.0,480.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,581,36431,رر WATER PUMP PLIER 250MM ةقلتم ةيدارز,54.0,EA,30.0,1620.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,582,19735,CIRCLIP PLIER SET 5PC هليت ةدارز مقط,86.0,EA,45.0,3870.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,583,14078,ر CABINET HANDLE S/D SET لدناه ن كفم,36.0,EA,55.0,1980.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,584,77584,ر OIL FILTER WRENCH 100M تيز تلف,21.0,EA,25.0,525.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,585,29613,S/D SET تاكفم مقط,9.0,SET,110.0,990.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,586,27026,AIR DRILL 10MM ءاوهلا لىع ليرد,16.0,EA,245.0,3920.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,587,51677,ر PULLER2 AND 3LEG لجر و 2 يرجرز,18.0,EA,480.0,8640.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,588,65549,WIRE FEEDER كلاسا ةنيجرز,6.0,EA,45.0,270.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,589,56141,FLEXABLE FUNNEL 3PC,14.0,EA,16.0,224.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,590,69674,3PC FUNNEL SET عمق,11.0,EA,15.0,165.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,591,69674,3PC FUNNEL SETعمق,8.0,EA,15.0,120.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,592,43853,"FUNNEL,SET 4PC عمق",16.0,EA,30.0,480.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,593,72976,"TOOL ROOLS PVC,8POCKET بيج 8 تكوب",29.0,set,25.0,725.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,594,57555,AIR STAPPLER 8-25MM ءاوهلا لىع ةسابد,2.0,KIT,370.0,740.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,595,18936,RUBBER SANDING BLOCK ربر ةرفنص بلاق,52.0,EA,10.0,520.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,596,63307,"HELMET,WHITE ءاضيب ةذوخ",8.0,EA,25.0,200.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,597,30973,SHEAR FOR ASSIJA ةجيسا صقم,17.0,EA,30.0,510.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,598,39451,INSIDE SPRING CALIPER 150MM لىخاد تريلاك,7.0,EA,20.0,140.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,599,34237,O/S SPRING CALIPER 150MM حىرراخ تريلاك,9.0,EA,20.0,180.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,600,9715,"ر SPIRIT LEVEL 9"" ةصوب 9 ناترم",21.0,EA,18.0,378.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
21,601,43358,"BRICK TRWOEL 11"" نيرطسم",2.0,EA,40.0,80.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,602,37871,ر 3LEG FILTER SPANNER 75-120MM تلف,29.0,EA,40.0,1160.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,603,33598,MAG.BASE FOR 150MM VISE ةمزلم ةدعاق,77.0,EA,35.0,2695.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,604,68921,BENDING SPRING 22MMX600MMةتسوس ةيانت,11.0,EA,27.0,297.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,605,9220,TROWEL 150MM نيرطسم,27.0,EA,12.0,324.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,606,36324,NEEDLE FILE 6PC مقط دترم,24.0,EA,30.0,720.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,607,30959,RIVETER ماشرب ةيدارز,29.0,EA,49.0,1421.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,608,14132,FRAME ROD SAW راشنم,11.0,EA,25.0,275.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,609,57428,JINUOR HACK SAW راشنم,11.0,EA,15.0,165.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,610,33544,150MM WOOD FILE بشخ دترم,72.0,EA,5.0,360.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,611,53095,TR.JACK 200KG,0.0,set,0.0,0.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,612,19782,RIVETER ماشرب ةيدارز,71.0,EA,70.0,4970.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,613,19782,RIVETERماشرب ةيدارز,0.0,EA,70.0,0.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,614,13963,HAND RIVTERماشرب ةيدارز,10.0,EA,49.0,490.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,615,43716,"CORE BIT,DIAMOND سام شيوخت ةشير",10.0,EA,340.0,3400.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,616,13840,HAND DRILL ىودي ليرد,10.0,EA,90.0,900.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,617,36522,"RULL,1M-WOOD بشخ ةرطسم",2.0,EA,40.0,80.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,618,13867,SPARK PLUG WRENCHحىراوب حاتفم,22.0,EA,30.0,660.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,619,89918,"TORCH,ALU. فاشك",15.0,EA,15.0,225.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,620,9220,TROWEL نيرطسم,7.0,EA,13.0,91.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,621,43361,PLASTER TROWEL ةيوست نيرطسم,2.0,EA,45.0,90.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,622,19704,TROWEL نيرطسم,4.0,EA,23.0,92.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,623,43358,TROWEL نيرطسم,6.0,EA,40.0,240.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,624,9218,TROWEL نيرطسم,2.0,EA,18.0,36.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,625,78277,TX-STAR BIT SET ةمجن بوبح مقط,32.0,EA,60.0,1920.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,626,49376,ر METRIC TAP لىمللاب يرنست حاتفم,4.0,SET,175.0,700.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,627,37329,ر TAP/WR. يرنست حاتفم,12.0,EA,35.0,420.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,628,43489,10MM HSS BIT ديدح ةشير,24.0,EA,10.0,240.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,629,43575,6.5MM HSS ديدح ليرد ةشير,31.0,EA,7.0,217.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,630,43486,7MM HSS ديدح ليرد ةشير,5.0,EA,7.0,35.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,631,76081,8MM COBALT تلابوك ةشير,8.0,EA,22.0,176.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,632,43579,10MM MASONARY رادج ةشير,47.0,EA,10.0,470.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,633,76071,3.5MM COBALT تلابوك ةشير,4.0,EA,7.0,28.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
22,634,53854,"4MM HSS,10PC/PKTديدح ةشير مقط",32.0,EA,6.0,192.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,635,43602,"12MM,SDS سا ىد سا ةشير",13.0,EA,35.0,455.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,636,38081,MECH.CREEPER كىيناكيم ةفاحز,3.0,EA,125.0,375.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,637,76068,2.5 COBALT DRILLS تلابوك ةشير,34.0,EA,5.0,170.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,638,43582,"12X150MM,MASONARY DRILLS رادج ةسير",15.0,EA,11.0,165.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,639,33080,MAG.PICK UP TOOL كىيناكيملل طاقتلا ةادا,5.0,EA,25.0,125.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,640,38081,MECH.CREEPER كىيناكيم ةفاحز,9.0,EA,120.0,1080.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,641,30427,SAND BLASTER KIT لمر شر ةنيكام,4.0,KIT,450.0,1800.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,642,13838,8MM DOUBLE PINUON HAND DRILL ىودي ليررد ةراجنلل,2.0,EA,65.0,130.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,643,43576,7X150MM MASONARY DRILLS رادج ةشير,74.0,EA,7.0,518.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,644,45785,"SWIVEL BASE FOR 150MM,VISE 6 ةمزلم""",9.0,EA,60.0,540.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,645,74697,SHARPENIG STONE 100X25MM نس رجح,58.0,EA,22.0,1276.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,646,65737,SHARPENIG STONE 200X50X25MM نس رجح,50.0,EA,30.0,1500.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,647,43583,12X200MM MASONARY DRILL رادج ةشير,52.0,EA,20.0,1040.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,648,53092,ENGINE STAND 450KG,0.0,EA,0.0,0.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,649,54504,SPARK PLUG حىراوب,6.0,EA,60.0,360.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,650,32250,,8.0,EA,70.0,560.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,651,38861,TILE CUTTER 160 طلاب ةعاطق,2.0,EA,90.0,180.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,652,45245,VACUUM BASE TABLE VICE ةلواط ةمزلم,10.0,EA,150.0,1500.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,653,31096,HOLE PUNCH PLIER شيوخت ةيدارز,1.0,EA,30.0,30.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,654,56246,CYL.HONE تاردنلسلا خلج ةادا,18.0,EA,110.0,1980.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,655,56244,CYL.HONE تاردنلسلا خلج ةادا,9.0,EA,35.0,315.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,656,33831,ر FACESHIELD هجو قاو,2.0,EA,115.0,230.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,657,41431,ROTARY WIRE CUP ةشرف كلس ةركب,34.0,EA,10.0,340.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,658,37332,ر TAP.WRENCH يرنست حاتفم,8.0,EA,80.0,640.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,659,37331,ر TAP. WRENCHيرنست حاتفم,6.0,EA,65.0,390.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,660,79540,ر FL.WOOD BITيرنست حاتفم,16.0,EA,38.0,608.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,661,43633,FL.WOOD BIT ةططبم بشخ ةشير,23.0,EA,15.0,345.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,662,13711,5PC DRILL BIT.MASONARY رادج شير مقط,14.0,set,20.0,280.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,663,16637,"5PC,WOOD BIT 10و8و6و5و4بشخ شير مقطMM",52.0,EA,20.0,1040.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,664,13704,13PC.DILL BIT SET رادج شير مقط,45.0,set,30.0,1350.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
23,665,35191,comb.wr.10mm كرلتشم حاتفم,24.0,EA,15.0,360.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,666,51957,ر AC/DC TESTER تست,4.0,EA,160.0,640.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,667,33093,"SKT,10MM,12PT,1/2DR مورك ةبح",14.0,EA,20.0,280.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,668,80756,"S.CALIPER,6"" تريلاك",2.0,EA,295.0,590.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,669,46610,"DIGITAL CALIPER 6"" مىقر تريلاك",1.0,EA,295.0,295.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,670,82805,HEEL BARMPRY ىورك راب,1.0,EA,45.0,45.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,671,9548,S/D 19PC/SET تاكفم مقط,1.0,SET,230.0,230.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,672,56437,"NON-CONTACT THERMOMETER,IR,",3.0,EA,375.0,1125.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,673,75305,"HOSE CLIP,DRIVER تازوهلل تابلكلا لصاف",3.0,EA,95.0,285.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,674,89793,REMOTE HOSE CLIP PLIER بلكلا لصاف,1.0,EA,330.0,330.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,675,35884,"CYL,LEAKAGE تاردنلسلل ءاوهلا بسرت زاهج",1.0,KIT,550.0,550.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,676,84155,HOSE CLIP PLIER تابلك ةيدارز,1.0,EA,240.0,240.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,677,68614,COIL SPRING COMP. تادعاسملا طعض ةتدا,3.0,KIT,295.0,885.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,678,41026,BATTERY TESTER 12V-ALTR.ةيراطلا صحف زاهج ومنيدلاو,6.0,EA,135.0,810.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,679,19779,CRIMPER سبك ةدارز,8.0,EA,75.0,600.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,680,39591,"TYPE DEPTH GAUGE,DIGITAL قامعلاا سايق ةادا",1.0,EA,380.0,380.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,681,24690,"24MM,SKT,12PT,1/2DR.مورك ةبح",5.0,EA,65.0,325.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,682,33594,"36MM,1/2DR,12PT,SKTمورك ةبح",3.0,EA,130.0,390.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,683,33734,"16L,SKT,12PT,1/2DRمورك ةبح",4.0,EA,48.0,192.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,684,33858,"30MM,12PT,3/4DRمورك ةبح",4.0,EA,65.0,260.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,685,33418,"12PT,SKT,1/2DR.25MMمورك ةبح",4.0,EA,48.0,192.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,686,33442,"27MM,12PT,1/2DR-SKTمورك ةبح",4.0,EA,48.0,192.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
24,687,33202,"18MM,1/2DR.12PT,SKT مورك ةبح",4.0,EA,38.0,152.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER)
