page,sn,code,descr,description_ar,qty,uom,uc,tc,brand_clean,coo_clean,probable_price_sar,confidence,source_name,source_url,justification_ar,priced,needs_review
22,620,9220,TROWEL نيرطسم,مسطرين (تروويل) للبناء والتشطيب.,7.0,EA,13.0,91.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),25,مرتفع,تقدير عام لمسطرين البناء,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",مسطرين (تروويل) بناء بسيط من أدوات البناء اليدوية الرخيصة.,True,False
22,621,43361,PLASTER TROWEL ةيوست نيرطسم,مسطرين (مالج) تسوية جبس من ماركة DRAPER.,2.0,EA,45.0,90.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),50,منخفض,Amazon.sa (Draper tools category),https://www.amazon.sa/-/en/b?ie=UTF8&node=16620587031,سعر تقديري لمسطرين تسوية جبس بناءً على أسعار أدوات البناء اليدوية المماثلة.,True,False
22,622,19704,TROWEL نيرطسم,مسطرين (تروويل) للبناء والتشطيب.,4.0,EA,23.0,92.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),25,مرتفع,تقدير عام لمسطرين البناء,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",مسطرين (تروويل) بناء بسيط من أدوات البناء اليدوية الرخيصة.,True,False
22,623,43358,TROWEL نيرطسم,مسطرين (تروويل) للبناء والتشطيب.,6.0,EA,40.0,240.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),25,مرتفع,تقدير عام لمسطرين البناء,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",مسطرين (تروويل) بناء بسيط من أدوات البناء اليدوية الرخيصة.,True,False
22,624,9218,TROWEL نيرطسم,مسطرين (تروويل) للبناء والتشطيب.,2.0,EA,18.0,36.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),25,مرتفع,تقدير عام لمسطرين البناء,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",مسطرين (تروويل) بناء بسيط من أدوات البناء اليدوية الرخيصة.,True,False
22,625,78277,TX-STAR BIT SET ةمجن بوبح مقط,طقم رؤوس تركس (نجمية) من دريبر.,32.0,EA,60.0,1920.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),55,منخفض,تقدير حسب فئة المنتج,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",أطقم رؤوس التركس النجمية من دريبر متوسطة التكلفة ومتوفرة على نطاق واسع.,True,False
22,626,49376,ر METRIC TAP لىمللاب يرنست حاتفم,مفتاح تثبيت قلاووظ (تاب رانش) بالمقاس المتري لتشغيل قلاووظات القطع.,4.0,SET,175.0,700.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),65,متوسط,estimated from category benchmark (Draper tap wrenches),https://www.drapertools.com/product/45739/t-type-tap-wrench-4-0-6-3mm-capacity/,مفتاح قلاووظ متري من دريبر يقع ضمن نطاق أسعار مفاتيح القلاووظ من نفس العلامة.,True,False
22,627,37329,ر TAP/WR. يرنست حاتفم,مفتاح يدوي لتدوير قضبان القلاووظ (التاب) عند عمل الفتحات الملولبة.,12.0,EA,35.0,420.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),90,متوسط,معيار فئة مفاتيح القلاووظ,https://www.drapertools.com/,مفتاح قلاووظ (تاب رانش) من دريبر يقدر بناءً على أسعار الأدوات المماثلة في السوق البريطاني.,True,False
22,628,43489,10MM HSS BIT ديدح ةشير,ريشة حفر حديد (HSS) مقاس 10 مم.,24.0,EA,10.0,240.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),10,متوسط,PS Trading Company - Drill Bits (Saudi Arabia),https://www.pstradingksa.com/collections/drill-bits,ريشة حفر حديد HSS مقاس 10مم منخفضة الثمن ضمن ريش الحفر القياسية.,True,False
22,629,43575,6.5MM HSS ديدح ليرد ةشير,ريشة حفر حديد (HSS) مقاس 6.5 مم.,31.0,EA,7.0,217.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),10,متوسط,PS Trading Company - Drill Bits (Saudi Arabia),https://www.pstradingksa.com/collections/drill-bits,ريشة حفر حديد HSS مقاس صغير 6.5مم سعرها منخفض ضمن ريش الحفر القياسية.,True,False
22,630,43486,7MM HSS ديدح ليرد ةشير,ريشة حفر حديد (HSS) مقاس 6.5 مم.,5.0,EA,7.0,35.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),10,متوسط,PS Trading Company - Drill Bits (Saudi Arabia),https://www.pstradingksa.com/collections/drill-bits,ريشة حفر حديد HSS مقاس صغير 6.5مم سعرها منخفض ضمن ريش الحفر القياسية.,True,False
22,631,76081,8MM COBALT تلابوك ةشير,ريشة ثقب معدن مطلية بالكوبالت مقاس 2.0مم من دريبر.,8.0,EA,22.0,176.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),15,متوسط,Amazon.sa – Draper tools category,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري لريشة ثقب كوبالت صغيرة مقاس 2مم بناءً على أسعار الريش الصغيرة المماثلة.,True,False
22,632,43579,10MM MASONARY رادج ةشير,لقمة حفر للجدران (مسنري) مقاس 7 ملم.,47.0,EA,10.0,470.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),30,متوسط,Draper Tools (مرجع عام للماركة),https://www.drapertools.com/,لقمة حفر جدران (مسنري) صغيرة مقاس 7 ملم، وهي منتج استهلاكي رخيص ضمن نطاق لقم دريبر الصغيرة.,True,False
22,633,76071,3.5MM COBALT تلابوك ةشير,ريشة ثقب معدن مطلية بالكوبالت مقاس 2.0مم من دريبر.,4.0,EA,7.0,28.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),15,متوسط,Amazon.sa – Draper tools category,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري لريشة ثقب كوبالت صغيرة مقاس 2مم بناءً على أسعار الريش الصغيرة المماثلة.,True,False
22,634,53854,"4MM HSS,10PC/PKTديدح ةشير مقط",طقم ريش حفر حديد (HSS) مقاس 4 مم مكون من 10 قطع.,32.0,EA,6.0,192.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),25,متوسط,PS Trading Company - Drill Bits (Saudi Arabia),https://www.pstradingksa.com/collections/drill-bits,طقم ريش حفر حديد مقاس 4مم 10 قطع يقارب أسعار الأطقم الصغيرة المشابهة.,True,False
23,635,43602,"12MM,SDS سا ىد سا ةشير",ريشة حفر خرسانة نوع SDS مقاس 12مم.,13.0,EA,35.0,455.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),30,مرتفع,تقدير عام لريش الحفر نوع SDS,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",ريشة حفر نوع SDS مقاس 12مم للخرسانة ضمن الأدوات الاستهلاكية متوسطة السعر.,True,False
23,636,38081,MECH.CREEPER كىيناكيم ةفاحز,عربة تمدد (كريبر) ميكانيكية للاستلقاء والعمل تحت السيارة.,3.0,EA,125.0,375.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),220,منخفض,تقدير حسب فئة عربات الفحص الميكانيكية (كريبر),https://www.drapertools.com,عربة تمدد (كريبر) لتسهيل العمل تحت السيارة، والتقدير مبني على أسعار المنتجات المماثلة.,True,False
23,637,76068,2.5 COBALT DRILLS تلابوك ةشير,ريشة مثقاب من الكوبالت مقاس 2.5مم.,34.0,EA,5.0,170.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),7,متوسط,Kasweld - HSS Cobalt Drill Bits Saudi Arabia,https://www.kasweld.sa/products/hss-drill-bit-cobalt-11mm-in-saudi-arabia,ريشة كوبالت صغيرة مقاس 2.5مم، ضمن نطاق أسعار ريش الكوبالت المنخفضة.,True,False
23,638,43582,"12X150MM,MASONARY DRILLS رادج ةسير",ريشة حفر جدران (خرسانة) مقاس 12×150مم.,15.0,EA,11.0,165.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),18,متوسط,Amazon.sa - Masonry Bits,https://www.amazon.sa/-/en/b?ie=UTF8&node=16621040031,ريشة حفر خرسانة صغيرة الطول 12×150مم، ضمن نطاق أسعار ريش الخرسانة الاقتصادية.,True,False
23,639,33080,MAG.PICK UP TOOL كىيناكيملل طاقتلا ةادا,أداة التقاط مغناطيسية للقطع المعدنية الصغيرة.,5.0,EA,25.0,125.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),25,متوسط,Amazon.sa - Hand Tools,https://www.amazon.sa/-/en/b?ie=UTF8&node=16620567031,أداة التقاط مغناطيسية للأجزاء المعدنية الصغيرة، ضمن أسعار الأدوات اليدوية البسيطة.,True,False
23,640,38081,MECH.CREEPER كىيناكيم ةفاحز,عربة تمدد (كريبر) ميكانيكية للاستلقاء والعمل تحت السيارة.,9.0,EA,120.0,1080.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),220,منخفض,تقدير حسب فئة عربات الفحص الميكانيكية (كريبر),https://www.drapertools.com,عربة تمدد (كريبر) لتسهيل العمل تحت السيارة، والتقدير مبني على أسعار المنتجات المماثلة.,True,False
23,641,30427,SAND BLASTER KIT لمر شر ةنيكام,طقم مسدس رمي الرمل (ساند بلاستر) يعمل بالهواء من دريبر.,4.0,KIT,450.0,1800.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),100,منخفض,تقدير حسب فئة المنتج,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",أطقم مسدسات رمي الرمل اليدوية العاملة بالهواء متوسطة التكلفة.,True,False
23,642,13838,8MM DOUBLE PINUON HAND DRILL ىودي ليررد ةراجنلل,مثقاب خشب يدوي بترس مزدوج مقاس 8مم.,2.0,EA,65.0,130.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),75,منخفض,estimated from category benchmark,https://www.amazon.sa/-/en/b?ie=UTF8&node=16620567031,مثقاب يدوي (بريس) بترس مزدوج مقاس 8مم، أداة نجارة يدوية تقليدية.,True,False
23,643,43576,7X150MM MASONARY DRILLS رادج ةشير,ريشة حفر جدران (مازونري) مقاس 7×150مم.,74.0,EA,7.0,518.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),15,مرتفع,تقدير عام لريش حفر الحوائط (المازونري),"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",ريشة حفر جدران مقاس 7×150مم من الأدوات الاستهلاكية الرخيصة.,True,False
23,644,45785,"SWIVEL BASE FOR 150MM,VISE 6 ةمزلم""",قاعدة دوارة لمنجلة (فايس) مقاس 150مم/6 بوصة.,9.0,EA,60.0,540.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),70,متوسط,تقدير عام لقواعد دوارة للمنجلة,https://www.drapertools.com/,قاعدة دوارة لمنجلة (فايس) مقاس 6 بوصة ملحق إضافي متوسط السعر.,True,False
23,645,74697,SHARPENIG STONE 100X25MM نس رجح,حجر سنّ يدوي مقاس 100×25 مم لشحذ الشفرات.,58.0,EA,22.0,1276.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),25,متوسط,أسعار حجر السن العام في السوق السعودي,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",حجر السن اليدوي صغير الحجم من الفئة الاقتصادية وسعره منخفض عادة في متاجر الأدوات.,True,False
23,646,65737,SHARPENIG STONE 200X50X25MM نس رجح,حجر شحذ للأدوات الحادة بمقاس 200×50×25 مم.,50.0,EA,30.0,1500.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),55,منخفض,تقدير حسب فئة حجر الشحذ,https://www.drapertools.com,حجر شحذ قياسي متوسط الحجم، والتقدير مبني على أسعار أحجار الشحذ المشابهة في السوق.,True,False
23,647,43583,12X200MM MASONARY DRILL رادج ةشير,ريشة ثقب خرسانة مقاس 12×200 مم.,52.0,EA,20.0,1040.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),25,متوسط,أسعار ريش ثقب الخرسانة في أمازون السعودية,https://www.amazon.sa/-/en/b?ie=UTF8&node=16621040031,ريشة ثقب خرسانة مقاس 12×200 مم من الفئة المتوسطة السعر.,True,False
23,648,53092,ENGINE STAND 450KG,حامل محرك (إنجن ستاند) بحمولة 450 كجم من ماركة DRAPER.,0.0,EA,0.0,0.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),650,منخفض,mechmaxx.com (automotive equipment benchmark),https://mechmaxx.com/collections/wheel-balancer,سعر تقديري لحامل محرك بحمولة 450 كجم بناءً على أسعار معدات الورش الميكانيكية المماثلة.,True,False
23,649,54504,SPARK PLUG حىراوب,أداة صغيرة متعلقة بصيانة أو تنظيف شمعات الاحتراق.,6.0,EA,60.0,360.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),30,منخفض,استدلال من فئة أدوات شمعات الاحتراق,https://www.drapertools.com/,أداة أو فرشاة متعلقة بشمعات الاحتراق تقدر بسعر منخفض ضمن الفئة المتخصصة.,True,False
23,650,32250,,أداة أو منتج من دريبر دون وصف نصي كافٍ لتحديد نوعه بدقة.,8.0,EA,70.0,560.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),120,منخفض,Draper Tools (مرجع عام للماركة، لا يوجد وصف),https://www.drapertools.com/,لا يتوفر وصف نصي لهذا المنتج (رمز 32250 فقط)، والسعر تقدير عام حذر لأداة يدوية متوسطة من دريبر.,True,False
23,651,38861,TILE CUTTER 160 طلاب ةعاطق,قاطعة بلاط يدوية (سكور وسناب) بعرض قطع 160مم للبلاط الصغير.,2.0,EA,90.0,180.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),110,متوسط,estimated from category benchmark (Draper tile cutters),https://www.drapertools.com/,قاطعة بلاط يدوية بمقاس 160مم من دريبر ضمن نطاق أسعار قواطع البلاط الصغيرة.,True,False
23,652,45245,VACUUM BASE TABLE VICE ةلواط ةمزلم,ملزمة طاولة بقاعدة شفط (فاكيوم) لتثبيتها على أي سطح أملس.,10.0,EA,150.0,1500.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),165,مرتفع,Red Box Tools / Power Tools Direct listings,https://www.redboxtools.com/product/draper-45245-75mm-vacuum-vice/,وُجد سعر فعلي حديث لنفس كود درابر 45245 بين 22-31 جنيه إسترليني من موزعين بريطانيين مختلفين.,True,False
23,653,31096,HOLE PUNCH PLIER شيوخت ةيدارز,زردية ثقب (هول بانش) من ماركة DRAPER.,1.0,EA,30.0,30.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),50,منخفض,Amazon.sa (Draper tools category),https://www.amazon.sa/-/en/b?ie=UTF8&node=16620999031,سعر تقديري لزردية ثقب بناءً على أسعار الزراديق المتخصصة المماثلة.,True,False
23,654,56246,CYL.HONE تاردنلسلا خلج ةادا,أداة تجليخ (هون) لتنعيم السطح الداخلي لاسطوانات المحرك.,18.0,EA,110.0,1980.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),140,منخفض,Draper Tools (مرجع عام للماركة),https://www.drapertools.com/,أداة تجليخ (هون) للاسطوانات في المحركات، وهي أداة ورشة متخصصة متوسطة السعر.,True,False
23,655,56244,CYL.HONE تاردنلسلا خلج ةادا,أداة تجليخ (هون) لتنعيم السطح الداخلي لاسطوانات المحرك.,9.0,EA,35.0,315.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),140,منخفض,Draper Tools (مرجع عام للماركة),https://www.drapertools.com/,أداة تجليخ (هون) للاسطوانات في المحركات، وهي أداة ورشة متخصصة متوسطة السعر.,True,False
23,656,33831,ر FACESHIELD هجو قاو,واقي وجه (فيس شيلد) للسلامة المهنية.,2.0,EA,115.0,230.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),40,منخفض,Amazon.sa - Safety Helmets category,https://www.amazon.sa/-/en/Safety-Helmets/b?ie=UTF8&node=16621112031,واقي وجه للسلامة يقارب أسعار وسائل الحماية الشخصية البسيطة في السوق السعودي.,True,False
23,657,41431,ROTARY WIRE CUP ةشرف كلس ةركب,فرشاة سلكية دوارة على شكل كوب لتنظيف الأسطح المعدنية.,34.0,EA,10.0,340.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),30,متوسط,معيار فئة فرش الأسلاك الدوارة,https://www.drapertools.com/,فرشاة سلكية دوارة على شكل كوب تقدر وفق أسعار الفرش الصناعية الاقتصادية.,True,False
23,658,37332,ر TAP.WRENCH يرنست حاتفم,مفتاح تثبيت قلاووظ (تاب رانش) لتشغيل قلاووظات القطع اليدوية.,8.0,EA,80.0,640.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),65,متوسط,estimated from category benchmark (Draper tap wrenches),https://www.drapertools.com/product/24554/ratchet-tap-wrench-m5-m12/,مفتاح قلاووظ آخر من دريبر مشابه للموديلات الأخرى من نفس العلامة والفئة السعرية.,True,False
23,659,37331,ر TAP. WRENCHيرنست حاتفم,مفتاح يدوي لتدوير قضبان القلاووظ عند القطع الملولب.,6.0,EA,65.0,390.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),90,متوسط,معيار فئة مفاتيح القلاووظ,https://www.drapertools.com/,مفتاح قلاووظ من دريبر بنفس فئة المنتج رقم 37329 المشابه.,True,False
23,660,79540,ر FL.WOOD BITيرنست حاتفم,ريشة حفر مسطحة (فلات وود بت) مخصصة لحفر الخشب.,16.0,EA,38.0,608.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),25,منخفض,estimated from category benchmark (spade/wood bits),https://www.drapertools.com/,وصف الصنف غير واضح تماماً (يجمع بين ريشة خشب ومفتاح قلاووظ)، والتقدير مبني على متوسط أسعار ريش حفر الخشب من دريبر.,True,False
23,661,43633,FL.WOOD BIT ةططبم بشخ ةشير,ريشة حفر مسطحة مخصصة لثقب الخشب.,23.0,EA,15.0,345.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),20,متوسط,معيار فئة ريش الخشب المسطحة,https://www.drapertools.com/,ريشة خشب مسطحة (سبيد بت) تباع عادة بسعر اقتصادي ضمن فئة ريش الحفر الأساسية.,True,False
23,662,13711,5PC DRILL BIT.MASONARY رادج شير مقط,طقم مقطات حفر الحوائط (المسامير الخرسانية) مكون من 5 قطع.,14.0,set,20.0,280.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),30,متوسط,PS Trading Company - Drill Bits (Saudi Arabia),https://www.pstradingksa.com/collections/drill-bits,طقم مقطات حفر جدران (مسمارية) 5 قطع يقارب أسعار الأطقم الاقتصادية المشابهة.,True,False
23,663,16637,"5PC,WOOD BIT 10و8و6و5و4بشخ شير مقطMM",طقم ريش ثقب خشب 5 قطع بمقاسات 4-10 مم.,52.0,EA,20.0,1040.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),45,متوسط,تقدير عام لأطقم ريش ثقب الخشب,https://www.amazon.sa/-/en/b?ie=UTF8&node=16621040031,طقم ريش ثقب خشب بخمس مقاسات مختلفة من الأدوات المنزلية الشائعة.,True,False
23,664,13704,13PC.DILL BIT SET رادج شير مقط,طقم ريش حفر HSS مكون من 13 قطعة بمقاسات متدرجة.,45.0,set,30.0,1350.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),75,منخفض,تقدير حسب فئة أطقم ريش الحفر 13 قطعة,https://www.drapertools.com,طقم ريش حفر قياسي شائع، والتقدير مبني على أسعار الأطقم المماثلة من نفس العلامة.,True,False
23,665,35191,comb.wr.10mm كرلتشم حاتفم,مفتاح كومبنيشن (مفتوح ومغلق) مقاس 10 ملم.,24.0,EA,15.0,360.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),20,متوسط,معيار فئة مفاتيح الكومبنيشن الصغيرة,https://www.drapertools.com/,مفتاح كومبنيشن صغير مقاس 10مم يقدر وفق أسعار المفاتيح الفردية الاقتصادية.,True,False
24,666,51957,ر AC/DC TESTER تست,قلم/جهاز فحص بسيط للتأكد من وجود التيار الكهربائي المتردد أو المستمر.,4.0,EA,160.0,640.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),50,متوسط,estimated from category benchmark (AC/DC voltage testers),https://www.drapertools.com/,جهاز فحص تيار متردد/مستمر من دريبر ضمن نطاق أسعار أقلام فحص الجهد القياسية.,True,False
24,667,33093,"SKT,10MM,12PT,1/2DR مورك ةبح",بريمة (سوكيت) كروم عادية مقاس 10 مم دفع 1/2 بوصة 12 سن.,14.0,EA,20.0,280.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),15,منخفض,estimated from category benchmark,https://www.noon.com/saudi-en/tools-and-home-improvement/power-and-hand-tools/power-hand-tool-accessories/sockets-and-socket-sets/,بريمة كروم عادية مقاس 10مم دفع 1/2 بوصة سعرها منخفض ضمن فئة البريمات القياسية.,True,False
24,668,80756,"S.CALIPER,6"" تريلاك",أداة قياس دقيقة (كاليبر) بطول 6 بوصات (150مم) لقياس الأبعاد الداخلية والخارجية.,2.0,EA,295.0,590.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),110,متوسط,estimated from category benchmark (Draper calipers),https://www.drapertools.com/,شريط قياس (كاليبر) بطول 6 بوصات من دريبر ضمن نطاق أسعار أدوات القياس الدقيقة الصغيرة.,True,False
24,669,46610,"DIGITAL CALIPER 6"" مىقر تريلاك",جهاز قياس (كاليبر) رقمي مقاس 6 بوصات.,1.0,EA,295.0,295.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),90,متوسط,Amazon.sa - Calipers category,https://www.amazon.sa/-/en/b?ie=UTF8&node=16973894031,كاليبر رقمي 6 بوصة من دريبر يقارب أسعار الكاليبرات الرقمية المتوسطة المعروضة في السوق السعودي.,True,False
24,670,82805,HEEL BARMPRY ىورك راب,عتلة رفع (هيل بار) من ماركة DRAPER.,1.0,EA,45.0,45.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),65,منخفض,Amazon.sa (Draper tools category),https://www.amazon.sa/-/en/b?ie=UTF8&node=16620999031,سعر تقديري لعتلة رفع بناءً على أسعار العتلات اليدوية المماثلة.,True,False
24,671,9548,S/D 19PC/SET تاكفم مقط,طقم مفكات متنوعة مكون من 19 قطعة.,1.0,SET,230.0,230.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),90,متوسط,Amazon.sa - Draper screwdriver set listing,https://www.amazon.sa/-/en/Draper-78924-Soft-Grip-Precision-Screwdriver/dp/B001FCLV4Q,طقم مفكات 19 قطعة من دريبر يقارب أسعار الأطقم المتوسطة المعروضة في أمازون السعودية.,True,False
24,672,56437,"NON-CONTACT THERMOMETER,IR,",جهاز قياس حرارة لا تلامسي بالأشعة تحت الحمراء.,3.0,EA,375.0,1125.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),70,متوسط,تقدير عام لموازين الحرارة بالأشعة تحت الحمراء,https://www.kanbkam.com/sa/en/unit-ut203-digital-clamp-meters-B005HOPRRK,أجهزة قياس الحرارة اللامسية بالأشعة تحت الحمراء من فئة الأسعار المتوسطة الدنيا.,True,False
24,673,75305,"HOSE CLIP,DRIVER تازوهلل تابلكلا لصاف",أداة/مفك لفصل وتركيب مشابك خراطيم السيارات.,3.0,EA,95.0,285.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),20,منخفض,estimated from category benchmark,https://www.amazon.sa/-/en/b?ie=UTF8&node=16620587031,مفك خاص لفك مشابك الخراطيم أداة متخصصة صغيرة رخيصة الثمن.,True,False
24,674,89793,REMOTE HOSE CLIP PLIER بلكلا لصاف,كماشة متخصصة لفك وتركيب مشابك خراطيم السيارات.,1.0,EA,330.0,330.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),65,منخفض,استدلال من فئة كماشات مشابك الخراطيم,https://www.drapertools.com/,كماشة فك مشابك الخراطيم عن بعد تقدر وفق أسعار الكماشات المتخصصة من دريبر.,True,False
24,675,35884,"CYL,LEAKAGE تاردنلسلل ءاوهلا بسرت زاهج",جهاز لفحص تسرب الهواء من اسطوانات المحرك.,1.0,KIT,550.0,550.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),250,متوسط,تقدير عام لأجهزة فحص تسرب الأسطوانات,https://www.drapertools.com/,جهاز تشخيصي لفحص تسرب الهواء من اسطوانات المحرك، أعلى سعراً من الأدوات اليدوية البسيطة.,True,False
24,676,84155,HOSE CLIP PLIER تابلك ةيدارز,زردية (بنسة) خاصة لفك وتركيب مشابك الخراطيم.,1.0,EA,240.0,240.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),30,منخفض,Tolsen Saudi Arabia - Water Pump Pliers,https://tolsentools.com.sa/products/water-pump-pliers-1,زردية لفك وتركيب مشابك الخراطيم أداة متخصصة سعرها متوسط.,True,True
24,677,68614,COIL SPRING COMP. تادعاسملا طعض ةتدا,أداة ضغط النابض الحلزوني (Coil Spring Compressor) للمساعدات من دريبر.,3.0,KIT,295.0,885.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),150,منخفض,estimated from category benchmark,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري لأداة ضغط النابض الحلزوني (كوماشة المساعدات) من دريبر بناءً على أسعار أدوات تعليق السيارات المماثلة.,True,False
24,678,41026,BATTERY TESTER 12V-ALTR.ةيراطلا صحف زاهج ومنيدلاو,جهاز فحص بطارية ودينامو السيارة 12 فولت من دريبر.,6.0,EA,135.0,810.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),80,متوسط,Amazon.sa – Draper tools category,"https://www.amazon.sa/-/en/DIY-Tools-Draper/s?rh=n:12463390031,p_89:Draper",سعر تقديري لجهاز فحص بطارية ودينامو 12 فولت من دريبر بناءً على أسعار أجهزة فحص السيارات المماثلة.,True,False
24,679,19779,CRIMPER سبك ةدارز,زردية سبك (كرمبر) خماسية الاستخدامات مع طقم أطراف كهربائية من دريبر.,8.0,EA,75.0,600.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),75,مرتفع,Power Tools Direct / Lawson HIS (Draper 13658),https://www.powertoolsdirect.com/draper-13658-5-way-crimping-tool-terminal-kit-240mm-per-kit-5010559136582,تم العثور على المنتج بالضبط (طقم زردية سبك 5 استخدامات مع أطراف كهربائية) بسعر يتراوح بين 11-17 جنيه إسترليني في المملكة المتحدة، وبالتحويل لتكلفة الاستيراد والسوق السعودي يصبح السعر المقارب حوالي 75 ريال.,True,False
24,680,39591,"TYPE DEPTH GAUGE,DIGITAL قامعلاا سايق ةادا",أداة رقمية لقياس أعماق الفتحات والتجاويف بدقة.,1.0,EA,380.0,380.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),120,متوسط,معيار فئة أدوات القياس الرقمية,https://www.drapertools.com/,مقياس أعماق رقمي يقدر وفق أسعار أدوات القياس الرقمية المتوسطة من دريبر.,True,False
24,681,24690,"24MM,SKT,12PT,1/2DR.مورك ةبح",قطعة دباشة مقاس 24مم بـ12 سن لمفتاح دريل 1/2 بوصة.,5.0,EA,65.0,325.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),55,متوسط,معيار فئة قطع الدباشة من دريبر,https://www.drapertools.com/,قطعة دباشة مقاس 24مم عيار 1/2 بوصة بـ12 سن تقدر وفق أسعار القطع المتوسطة من دريبر.,True,False
24,682,33594,"36MM,1/2DR,12PT,SKTمورك ةبح",قطعة دباشة مقاس 36مم بـ12 سن لمفتاح 1/2 بوصة.,3.0,EA,130.0,390.0,DRAPER,UNKNOWN(=BRAND PLACEHOLDER),90,متوسط,معيار فئة قطع الدباشة الكبيرة,https://www.drapertools.com/,قطعة دباشة كبيرة مقاس 36مم عيار 1/2 بوصة بـ12 سن تقدر وفق أسعار القطع الكبيرة المماثلة.,True,False
